3A;0;225;102
3B;48;225;102
3C;96;175;114
3D;144;175;114
3E;192;0;156
3F;240;0;156
3G;288;0;156
3H;336;0;156
3I;384;0;156
3K;432;0;156
3L;480;0;156
3M;528;0;156
3N;576;0;156
3O;624;0;156
3P;672;0;156
3R;720;0;156
3S;768;225;102
3T;816;225;102
3U;864;0;156
3V;912;0;156
3X;960;0;156
3Y;1008;0;156
3Z;1056;0;156

5D;192;-800;156
5E;288;-800;156
5F;384;-800;156
5G;480;-800;156
5H;576;-800;156
